Batting,,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details,Game_num
Trey Mancini 1B,May 15,3,1,1,1,1,1,4,0.289,0.348,0.397,0.745,16,8,0.006,0.79,0.05,-0.04%,0.00%,0.45,0.9,8,2,HR,1
Anthony Santander RF,May 15,4,0,0,0,0,3,4,0.224,0.355,0.353,0.708,21,13,-0.112,1.16,0,-0.11%,-0.04%,0.66,-1.2,0,0,,1
Jorge Mateo SS,May 15,1,0,0,0,0,1,1,0.241,0.28,0.375,0.655,3,3,-0.016,0.64,0,-0.02%,-0.01%,0.36,-0.1,0,0,,1
Tyler Nevin 3B,May 15,4,0,1,0,0,2,4,0.171,0.292,0.244,0.536,16,11,0.006,0.55,0.039,-0.03%,0.00%,0.31,0,0,0,,1
Ryan McKenna LF,May 15,3,0,1,0,0,1,3,0.24,0.333,0.32,0.653,15,10,-0.007,1.03,0.042,-0.05%,0.00%,0.59,-0.1,1,0,,1
Robinson Chirinos C,May 15,3,0,0,0,0,1,3,0.134,0.266,0.179,0.445,15,10,-0.073,1.05,0,-0.07%,-0.03%,0.59,-0.7,7,0,,1
Rylan Bannon DH,May 15,3,0,0,0,0,2,3,0.167,0.167,0.167,0.333,13,9,-0.062,0.82,0,-0.06%,-0.02%,0.46,-0.7,,,,1
Cedric Mullins CF,May 16,4,0,0,0,0,1,4,0.253,0.314,0.425,0.739,27,20,0.051,0.75,0.092,-0.04%,0.02%,0.4,0.5,2,0,,1
Trey Mancini DH,May 16,3,0,0,0,1,0,4,0.282,0.345,0.387,0.732,19,11,-0.037,0.92,0.033,-0.07%,-0.01%,0.49,-0.4,,,,1
Anthony Santander RF,May 16,4,2,2,2,0,0,4,0.233,0.359,0.408,0.767,17,12,-0.078,0.75,0.075,-0.15%,-0.03%,0.4,0.4,2,0,2·HR,1
Ramon Urias SS,May 16,3,0,0,0,1,2,4,0.21,0.257,0.29,0.547,19,10,-0.01,0.72,0.042,-0.05%,0.00%,0.38,-0.2,1,2,,1
Rougned Odor 2B,May 16,4,0,1,0,0,1,4,0.191,0.238,0.309,0.546,10,8,-0.015,0.92,0.048,-0.06%,-0.01%,0.49,-0.3,1,2,,1
Tyler Nevin 1B,May 16,3,0,0,0,0,2,3,0.159,0.275,0.227,0.502,11,9,-0.138,1.29,0,-0.14%,-0.04%,0.69,-1.2,7,1,GDP,1
Ryan McKenna LF,May 16,3,0,0,0,0,2,3,0.214,0.303,0.286,0.589,13,8,-0.043,0.53,0,-0.04%,-0.01%,0.29,-0.4,2,1,,1
Robinson Chirinos C,May 16,3,0,0,0,0,2,3,0.129,0.256,0.171,0.428,17,8,-0.078,1.03,0,-0.08%,-0.03%,0.56,-0.7,10,1,,1
Rylan Bannon 3B,May 16,2,0,0,0,0,1,3,0.143,0.2,0.143,0.343,14,8,-0.002,0.69,0.031,-0.03%,0.00%,0.37,-0.1,1,3,HBP,1
Cedric Mullins CF,May 17,4,0,1,0,1,0,5,0.253,0.317,0.42,0.737,16,9,-0.203,2.11,0.081,-0.28%,-0.06%,1.03,-0.2,3,0,SB,1
Austin Hays LF,May 17,4,0,0,0,0,0,4,0.281,0.353,0.43,0.783,13,9,-0.176,1.38,0,-0.18%,-0.05%,0.68,-1.4,3,1,GDP,1
Anthony Santander DH,May 17,4,0,0,0,0,2,4,0.226,0.349,0.395,0.744,19,11,-0.092,0.88,0,-0.09%,-0.03%,0.43,-0.7,,,,1
Trey Mancini 1B,May 17,4,1,2,0,0,1,4,0.289,0.35,0.398,0.748,16,11,0.118,1.09,0.159,-0.04%,0.03%,0.53,0.7,12,0,2B,1
Rougned Odor 2B,May 17,3,1,1,0,0,1,3,0.196,0.24,0.32,0.56,11,7,0.05,1.63,0.142,-0.09%,0.01%,0.8,0.5,1,3,2B,1
Ramon Urias SS,May 17,4,1,1,2,0,1,4,0.212,0.257,0.317,0.574,10,7,0.124,1.46,0.214,-0.09%,0.04%,0.71,1.4,1,3,HR,1
Tyler Nevin 3B,May 17,3,1,2,1,0,1,4,0.191,0.291,0.255,0.546,16,11,-0.037,1.22,0.042,-0.08%,-0.01%,0.59,-0.4,1,2,SF,1
Anthony Bemboom C,May 17,3,0,0,0,0,1,3,0.125,0.222,0.229,0.451,15,11,-0.088,1.15,0,-0.09%,-0.03%,0.56,-0.7,3,0,,1
Ryan McKenna RF,May 17,4,0,1,1,0,1,4,0.219,0.297,0.313,0.61,16,10,0.076,1.59,0.15,-0.08%,0.02%,0.78,0.6,3,0,2B,1
Cedric Mullins CF,May 18,4,1,1,0,0,0,4,0.253,0.315,0.416,0.731,13,10,-0.052,1.23,0.046,-0.10%,-0.01%,0.51,-0.2,1,0,,1
Austin Hays LF,May 18,4,1,3,1,0,0,4,0.296,0.364,0.456,0.82,8,7,0.238,1.16,0.247,-0.01%,0.06%,0.48,1.8,1,0,2·2B,1
Anthony Santander RF,May 18,4,0,0,0,0,1,4,0.219,0.34,0.383,0.723,16,9,-0.233,1.87,0,-0.23%,-0.06%,0.78,-1.3,1,0,,1
Trey Mancini DH,May 18,4,0,1,1,0,2,4,0.288,0.347,0.394,0.741,16,12,-0.002,1.75,0.1,-0.10%,0.00%,0.72,0.4,,,,1
Ramon Urias 3B,May 18,4,0,0,0,0,1,4,0.204,0.248,0.306,0.553,17,14,-0.167,1.67,0,-0.17%,-0.04%,0.69,-1,2,2,,1
Rougned Odor 2B,May 18,4,0,1,0,0,1,4,0.198,0.241,0.317,0.558,21,16,-0.075,1.28,0.037,-0.11%,-0.02%,0.53,-0.2,2,2,,1
Jorge Mateo SS,May 18,3,0,0,0,0,1,3,0.235,0.273,0.365,0.638,7,6,-0.099,1.36,0,-0.10%,-0.03%,0.56,-0.7,0,6,,1
Tyler Nevin 1B,May 18,3,0,1,0,0,0,3,0.2,0.293,0.26,0.553,9,6,-0.069,0.98,0.014,-0.08%,-0.02%,0.41,-0.5,10,0,GDP,1
Anthony Bemboom C,May 18,3,0,0,0,0,0,3,0.118,0.211,0.216,0.426,13,7,-0.07,0.89,0,-0.07%,-0.02%,0.36,-0.6,10,0,,1
Austin Hays LF,May 19,4,1,0,0,1,1,5,0.287,0.359,0.442,0.8,24,17,0.028,1.11,0.092,-0.06%,0.01%,0.38,0,3,0,,1
Ramon Urias DH,May 19,4,0,0,0,1,1,5,0.196,0.246,0.295,0.541,22,12,-0.114,1.45,0.024,-0.14%,-0.02%,0.5,-0.6,,,,1
Trey Mancini 1B,May 19,5,1,2,0,0,1,5,0.292,0.349,0.394,0.743,22,17,-0.01,1.43,0.086,-0.10%,0.00%,0.49,-0.5,7,1,,1
Anthony Santander RF,May 19,4,3,3,3,1,0,5,0.235,0.354,0.432,0.786,23,11,0.399,1.54,0.417,-0.02%,0.08%,0.53,3.1,2,0,"HR,2·2B",1
Jorge Mateo SS,May 19,3,1,1,1,0,2,4,0.237,0.274,0.364,0.639,14,11,0.141,1.41,0.215,-0.07%,0.03%,0.49,0.9,1,4,SB,1
Tyler Nevin 3B,May 19,4,2,2,1,0,0,4,0.222,0.306,0.278,0.584,20,13,0.209,1.43,0.25,-0.04%,0.04%,0.49,1.3,1,1,,1
Robinson Chirinos C,May 19,4,1,1,2,0,2,4,0.147,0.264,0.227,0.491,17,13,0.034,1.48,0.177,-0.14%,0.01%,0.51,0.5,8,0,HR,1
Ryan McKenna CF,May 19,2,0,1,0,0,0,2,0.235,0.308,0.324,0.631,7,4,0.007,0.84,0.03,-0.02%,0.00%,0.29,0,0,0,,1
Chris Owings 2B,May 19,2,0,0,0,0,0,2,0.125,0.271,0.15,0.421,4,3,-0.078,1.04,0,-0.08%,-0.02%,0.36,-0.7,3,2,GDP,1
Cedric Mullins CF,May 20,5,1,2,0,1,1,6,0.256,0.318,0.413,0.731,18,14,-0.156,2.1,0.041,-0.20%,-0.04%,0.88,-1,2,0,IW,1
Austin Hays LF,May 20,5,1,1,1,1,1,6,0.284,0.358,0.433,0.79,19,10,0.431,2.75,0.592,-0.16%,0.11%,1.15,0.5,4,1,,1
Trey Mancini DH,May 20,4,0,2,1,1,0,5,0.298,0.357,0.397,0.754,18,10,0.487,2.21,0.497,-0.01%,0.12%,0.92,2.4,,,,1
Anthony Santander RF,May 20,5,0,1,2,1,0,6,0.234,0.354,0.423,0.777,23,11,0.192,2.7,0.476,-0.28%,0.05%,1.12,0.5,4,0,,1
Jorge Mateo SS,May 20,6,0,0,0,0,2,6,0.226,0.262,0.347,0.608,20,16,-0.352,1.81,0,-0.35%,-0.09%,0.76,-2.4,1,6,GDP,1
Tyler Nevin 1B,May 20,6,2,2,0,0,1,6,0.233,0.309,0.3,0.609,19,13,-0.297,2.12,0.103,-0.40%,-0.07%,0.88,-0.6,15,1,2B,1
Ramon Urias 3B,May 20,5,2,1,0,0,2,6,0.197,0.244,0.291,0.535,13,11,-0.068,1.92,0.117,-0.19%,-0.02%,0.8,-0.4,0,3,SH,1
Robinson Chirinos C,May 20,4,1,0,0,0,1,4,0.139,0.253,0.215,0.468,11,9,0.081,1.56,0.18,-0.10%,0.02%,0.65,0.4,8,0,,1
Chris Owings 2B,May 20,3,0,1,0,0,2,4,0.14,0.288,0.186,0.475,13,9,0.017,1.36,0.078,-0.06%,0.00%,0.57,0.3,1,1,"2B,HBP",1
Cedric Mullins CF,May 21,3,0,0,0,1,1,4,0.252,0.317,0.405,0.722,13,7,-0.03,0.5,0.013,-0.04%,-0.01%,0.24,-0.3,1,0,,1
Austin Hays LF,May 21,4,1,1,0,0,2,4,0.283,0.355,0.428,0.782,10,8,-0.04,0.43,0.002,-0.04%,-0.01%,0.2,-0.4,2,0,,1
Anthony Santander RF,May 21,3,0,1,0,1,0,4,0.236,0.357,0.421,0.779,18,8,-0.02,0.44,0.014,-0.03%,-0.01%,0.21,0.1,2,0,,1
Trey Mancini 1B,May 21,4,0,2,1,0,1,4,0.303,0.36,0.4,0.76,13,11,0.014,0.66,0.05,-0.04%,0.00%,0.31,0.7,9,0,,1
Ryan Mountcastle DH,May 21,4,0,0,0,0,1,4,0.259,0.289,0.388,0.677,12,9,-0.069,0.71,0,-0.07%,-0.02%,0.34,-1.1,,,,1
Adley Rutschman C,May 21,3,0,1,0,1,1,4,0.333,0.5,1,1.5,24,16,0.028,0.68,0.064,-0.04%,0.01%,0.32,0.5,8,0,3B,1
Tyler Nevin 3B,May 21,3,0,0,0,1,2,4,0.222,0.306,0.286,0.591,17,11,-0.039,0.81,0.022,-0.06%,-0.01%,0.39,-0.9,2,2,,1
Rougned Odor 2B,May 21,4,0,1,0,0,1,4,0.211,0.25,0.367,0.617,11,8,-0.11,0.88,0.001,-0.11%,-0.03%,0.41,-1,1,3,"3B,GDP",1
Jorge Mateo SS,May 21,4,0,0,0,0,2,4,0.219,0.254,0.336,0.59,14,10,-0.044,0.43,0,-0.04%,-0.01%,0.2,-1,2,4,,1
Cedric Mullins CF,May 22,6,0,1,0,0,1,6,0.249,0.312,0.396,0.708,17,12,-0.181,1.56,0.047,-0.23%,-0.04%,0.64,-0.8,2,0,SB,1
Trey Mancini RF,May 22,3,0,0,0,3,0,6,0.297,0.365,0.392,0.757,27,16,-0.018,1.14,0.052,-0.07%,-0.01%,0.47,0.3,1,0,IW,1
Anthony Santander LF,May 22,6,1,1,0,0,4,6,0.233,0.351,0.411,0.762,27,20,-0.187,1.26,0.021,-0.21%,-0.05%,0.52,-1.3,4,0,,1
Ryan Mountcastle 1B,May 22,4,2,2,1,1,1,5,0.267,0.302,0.417,0.718,26,15,0.157,1.3,0.221,-0.06%,0.04%,0.53,1.1,7,2,HR,1
Adley Rutschman DH,May 22,5,1,1,0,0,0,6,0.25,0.4,0.5,0.9,29,17,-0.186,2.22,0.081,-0.27%,-0.05%,0.91,-0.8,3,0,HBP,1
Ramon Urias 3B,May 22,4,1,2,1,1,0,5,0.207,0.258,0.298,0.555,16,10,0.067,1.76,0.176,-0.11%,0.02%,0.72,0.4,0,2,,1
Rougned Odor 2B,May 22,6,0,2,2,0,0,6,0.217,0.254,0.383,0.637,25,17,0.199,2.21,0.38,-0.18%,0.05%,0.91,1.8,2,2,2·2B,1
Robinson Chirinos C,May 22,4,0,0,0,0,1,4,0.133,0.242,0.205,0.447,16,10,0.018,1.61,0.125,-0.11%,0.00%,0.66,0.2,10,0,,1
Jorge Mateo SS,May 22,4,0,0,0,1,0,5,0.212,0.252,0.326,0.578,21,11,-0.204,2.22,0.004,-0.21%,-0.05%,0.92,-1.6,2,1,,1
Cedric Mullins CF,May 23,5,1,1,0,0,1,5,0.247,0.309,0.391,0.7,19,12,0.02,1.03,0.083,-0.06%,0.01%,0.47,-0.1,0,0,SB,1
Austin Hays LF,May 23,4,1,2,2,0,0,4,0.294,0.363,0.434,0.796,13,9,0.114,0.83,0.142,-0.03%,0.03%,0.38,1,2,0,,1
Trey Mancini RF,May 23,4,0,2,0,0,0,4,0.303,0.368,0.395,0.763,6,6,0.052,0.76,0.084,-0.03%,0.01%,0.35,0.6,3,0,,1
Ryan Mountcastle 1B,May 23,4,0,0,1,0,3,4,0.258,0.292,0.403,0.696,16,10,-0.06,1.21,0.018,-0.08%,-0.02%,0.56,-0.8,7,1,,1
Adley Rutschman DH,May 23,4,0,0,0,0,1,4,0.167,0.286,0.333,0.619,21,13,-0.079,0.78,0,-0.08%,-0.02%,0.35,-0.7,,,,1
Rougned Odor 2B,May 23,4,1,1,0,0,1,4,0.218,0.254,0.378,0.632,10,6,-0.029,0.68,0.023,-0.05%,-0.01%,0.31,-0.1,2,2,,1
Ramon Urias 3B,May 23,4,2,3,1,0,1,4,0.224,0.272,0.344,0.616,13,9,0.331,0.91,0.343,-0.01%,0.09%,0.41,2.7,0,3,"HR,2B",1
Robinson Chirinos C,May 23,3,1,1,2,0,2,4,0.14,0.242,0.221,0.463,14,10,0.06,0.72,0.08,-0.02%,0.02%,0.33,0.2,10,0,"2B,SF",1
Chris Owings SS,May 23,4,0,0,0,0,2,4,0.128,0.268,0.17,0.438,13,10,-0.095,0.88,0,-0.10%,-0.03%,0.4,-1.1,3,5,,1
Cedric Mullins CF,May 24,5,0,0,0,0,1,5,0.24,0.301,0.38,0.681,22,13,-0.19,1.43,0,-0.19%,-0.06%,0.77,-1.2,0,0,,1
Trey Mancini DH,May 24,5,0,0,0,0,2,5,0.293,0.358,0.382,0.74,16,10,-0.216,1.71,0,-0.22%,-0.07%,0.93,-1.1,,,,1
Anthony Santander RF,May 24,5,0,0,0,0,1,5,0.225,0.341,0.397,0.738,22,16,-0.092,1.38,0,-0.09%,-0.03%,0.75,-0.7,5,0,,1
Austin Hays LF,May 24,5,1,1,2,0,1,5,0.291,0.358,0.446,0.804,19,14,0.15,1.96,0.21,-0.06%,0.05%,1.07,0.7,1,0,HR,1
Ryan Mountcastle 1B,May 24,5,1,2,0,0,0,5,0.264,0.296,0.403,0.699,15,9,0.056,1.23,0.121,-0.07%,0.02%,0.66,0.3,10,0,,1
Adley Rutschman C,May 24,4,1,1,0,0,2,4,0.188,0.278,0.313,0.59,14,11,-0.078,1.67,0.049,-0.13%,-0.03%,0.91,-0.5,13,0,,1
Ramon Urias 3B,May 24,3,1,1,0,1,0,4,0.227,0.279,0.352,0.63,17,10,0.059,1.88,0.156,-0.10%,0.02%,1.02,0.7,0,5,2B,1
Rougned Odor 2B,May 24,4,1,1,4,0,0,4,0.22,0.254,0.398,0.652,10,7,0.333,2.18,0.435,-0.10%,0.11%,1.19,2,2,3,HR,1
Jorge Mateo SS,May 24,4,0,1,0,0,1,4,0.213,0.252,0.324,0.575,18,9,-0.133,1.46,0.026,-0.16%,-0.04%,0.79,-0.7,0,4,SB,1
Cedric Mullins CF,May 25,3,0,1,0,1,1,4,0.242,0.305,0.379,0.684,21,13,0.006,1.27,0.086,-0.08%,0.00%,0.61,0.1,3,0,SB,1
Trey Mancini 1B,May 25,3,0,0,0,1,0,4,0.288,0.356,0.375,0.731,18,11,0.031,1.24,0.099,-0.07%,0.01%,0.59,0.3,7,1,,1
Anthony Santander RF,May 25,4,0,0,0,0,2,4,0.219,0.333,0.387,0.72,12,9,-0.153,1.47,0,-0.15%,-0.04%,0.7,-1.3,3,0,,1
Austin Hays LF,May 25,4,0,1,0,0,1,4,0.289,0.355,0.441,0.796,19,12,-0.095,1.21,0.014,-0.11%,-0.03%,0.58,-0.8,2,0,,1
Ryan Mountcastle DH,May 25,4,0,0,0,0,2,4,0.256,0.288,0.391,0.679,19,13,-0.124,1.21,0,-0.12%,-0.04%,0.58,-1,,,,1
Adley Rutschman C,May 25,4,0,2,0,0,0,4,0.25,0.318,0.35,0.668,19,15,0.047,0.85,0.086,-0.04%,0.01%,0.41,0.3,5,0,,1
Ramon Urias 3B,May 25,4,0,0,0,0,1,4,0.22,0.271,0.341,0.612,7,6,-0.136,1.42,0,-0.14%,-0.04%,0.68,-1,1,1,,1
Rougned Odor 2B,May 25,3,0,1,0,1,1,4,0.222,0.261,0.397,0.658,17,12,0.045,0.96,0.08,-0.04%,0.01%,0.46,0.4,0,1,,1
Jorge Mateo SS,May 25,4,0,0,0,0,3,4,0.207,0.245,0.314,0.559,18,12,-0.164,1.62,0,-0.16%,-0.05%,0.78,-1.3,1,4,,1
Cedric Mullins CF,May 27,5,1,2,0,0,0,5,0.246,0.307,0.38,0.687,21,15,0.041,0.86,0.088,-0.05%,0.01%,0.34,-0.1,0,0,,1
Trey Mancini DH,May 27,4,1,1,0,1,1,5,0.287,0.357,0.372,0.729,24,14,0.204,0.99,0.238,-0.03%,0.05%,0.39,0.7,,,,1
Anthony Santander LF,May 27,4,3,2,3,1,0,5,0.226,0.34,0.409,0.749,21,10,0.25,1.02,0.267,-0.02%,0.06%,0.4,3.6,1,0,HR,1
Austin Hays RF,May 27,4,2,2,2,1,0,5,0.295,0.362,0.462,0.824,20,12,0.153,0.74,0.174,-0.02%,0.04%,0.29,2,0,0,HR,1
Adley Rutschman C,May 27,5,1,0,0,0,1,5,0.2,0.259,0.28,0.539,18,13,-0.129,0.92,0,-0.13%,-0.03%,0.36,-1.6,4,2,,1
Ryan Mountcastle 1B,May 27,4,0,1,1,0,1,5,0.255,0.285,0.387,0.672,15,12,-0.023,0.62,0.029,-0.05%,-0.01%,0.24,-0.3,14,1,SF,1
Rougned Odor 2B,May 27,5,2,3,1,0,1,5,0.237,0.273,0.412,0.686,11,9,0.036,0.6,0.08,-0.05%,0.01%,0.24,0.6,4,3,2B,1
Ramon Urias 3B,May 27,4,1,3,0,1,0,5,0.235,0.289,0.353,0.642,13,8,0.28,0.77,0.286,-0.01%,0.07%,0.3,1.8,0,3,,1
Jorge Mateo SS,May 27,5,1,1,3,0,2,5,0.207,0.243,0.331,0.574,15,11,-0.07,0.87,0.055,-0.13%,-0.02%,0.34,0.7,2,5,"HR,GDP",1
Cedric Mullins CF,May 28,4,1,1,0,0,0,4,0.246,0.306,0.377,0.683,10,6,-0.042,1.3,0.057,-0.10%,-0.01%,0.58,-0.2,2,1,SB,1
Trey Mancini 1B,May 28,4,0,1,0,0,1,4,0.286,0.354,0.369,0.724,14,10,-0.004,1.12,0.068,-0.07%,0.00%,0.49,0.2,6,0,,1
Anthony Santander LF,May 28,4,0,1,1,0,0,4,0.227,0.339,0.405,0.743,13,9,0.003,1.2,0.087,-0.08%,0.00%,0.53,0.3,3,0,,1
Austin Hays RF,May 28,4,0,1,0,0,0,4,0.294,0.36,0.456,0.816,12,10,-0.031,1.38,0.076,-0.11%,-0.01%,0.61,-0.7,3,0,,1
Ryan Mountcastle DH,May 28,4,0,1,0,0,2,4,0.255,0.284,0.383,0.667,14,11,-0.124,1.57,0.037,-0.16%,-0.03%,0.7,-1.2,,,GDP,1
Rougned Odor 2B,May 28,4,0,0,0,0,1,4,0.23,0.266,0.4,0.666,15,11,-0.198,1.29,0,-0.20%,-0.05%,0.57,-1.4,2,2,2·GDP,1
Ramon Urias 3B,May 28,3,1,1,0,0,1,3,0.237,0.289,0.36,0.649,7,5,0.015,1.15,0.074,-0.06%,0.00%,0.51,0.2,0,2,2B,1
Robinson Chirinos C,May 28,3,1,1,2,0,0,3,0.146,0.245,0.258,0.504,8,6,0.136,1.1,0.178,-0.04%,0.04%,0.49,1.1,6,0,HR,1
Chris Owings SS,May 28,2,0,0,0,1,1,3,0.122,0.271,0.163,0.434,15,7,0.001,0.99,0.047,-0.05%,0%,0.44,0,2,2,,1
Cedric Mullins CF,May 28,4,0,0,0,1,1,5,0.241,0.304,0.369,0.673,14,8,-0.047,0.53,0.014,-0.06%,-0.01%,0.22,-0.7,1,0,,2
Austin Hays RF,May 28,5,1,2,0,0,0,5,0.297,0.361,0.455,0.815,22,13,0.079,0.86,0.107,-0.03%,0.02%,0.35,0,3,0,"SB,GDP",2
Anthony Santander DH,May 28,3,1,0,0,1,1,4,0.223,0.337,0.398,0.734,21,13,-0.011,0.79,0.034,-0.04%,0.00%,0.32,-0.3,,,,2
Ryan Mountcastle 1B,May 28,3,0,0,0,1,3,4,0.25,0.283,0.375,0.658,15,11,-0.062,0.92,0.02,-0.08%,-0.01%,0.37,-0.9,9,0,,2
Adley Rutschman C,May 28,3,0,0,0,1,0,4,0.179,0.258,0.25,0.508,15,8,-0.052,1.19,0.014,-0.07%,-0.01%,0.48,-0.7,6,0,,2
Ramon Urias 3B,May 28,4,1,1,1,0,0,4,0.238,0.288,0.357,0.645,11,8,0.055,1.3,0.133,-0.08%,0.01%,0.53,0.6,1,3,,2
Rougned Odor 2B,May 28,4,1,1,3,0,1,4,0.23,0.265,0.417,0.683,10,7,0.186,0.87,0.23,-0.04%,0.04%,0.35,1.8,2,6,HR,2
Jorge Mateo SS,May 28,4,0,1,0,0,0,4,0.208,0.244,0.336,0.579,15,9,-0.026,0.43,0.012,-0.04%,-0.01%,0.17,-0.4,3,1,"2B,SB",2
Ryan McKenna LF,May 28,4,0,2,0,0,1,4,0.25,0.311,0.325,0.636,14,9,-0.005,0.35,0.018,-0.02%,0.00%,0.14,0,2,0,,2
Cedric Mullins CF,May 29,4,1,1,0,0,1,4,0.241,0.303,0.372,0.675,15,9,-0.059,0.59,0.006,-0.07%,-0.02%,0.28,-0.9,6,0,"2B,GDP",1
Trey Mancini LF,May 29,3,0,3,1,1,0,4,0.298,0.368,0.386,0.754,19,12,0.078,0.51,0.078,0.00%,0.02%,0.24,1.8,2,0,2B,1
Anthony Santander RF,May 29,3,0,0,0,1,0,4,0.219,0.335,0.391,0.726,14,8,-0.018,0.84,0.033,-0.05%,-0.01%,0.4,-0.6,0,0,,1
Ryan Mountcastle 1B,May 29,4,0,1,0,0,0,4,0.25,0.282,0.372,0.654,13,9,-0.098,1.11,0.012,-0.11%,-0.03%,0.53,-1.3,7,0,GDP,1
Adley Rutschman DH,May 29,2,1,0,0,2,1,4,0.167,0.286,0.233,0.519,19,8,-0.006,0.53,0.03,-0.04%,0.00%,0.25,0.2,,,,1
Rougned Odor 2B,May 29,3,0,0,0,0,1,3,0.225,0.26,0.408,0.668,16,9,-0.053,0.73,0,-0.05%,-0.01%,0.35,-0.8,0,1,,1
Ramon Urias 3B,May 29,4,0,0,0,0,1,4,0.231,0.281,0.347,0.628,15,9,-0.054,0.38,0,-0.05%,-0.01%,0.18,-1.5,0,3,GDP,1
Robinson Chirinos C,May 29,3,0,0,0,0,2,3,0.141,0.238,0.25,0.488,9,8,-0.035,0.45,0,-0.04%,-0.01%,0.22,-0.7,8,1,,1
Jorge Mateo SS,May 29,4,0,2,0,0,1,4,0.216,0.25,0.346,0.596,14,10,0.037,0.23,0.042,-0.01%,0.01%,0.11,0.2,1,2,2B,1
Austin Hays RF,May 30,4,2,1,0,0,1,5,0.296,0.362,0.456,0.817,13,7,-0.004,0.5,0.04,-0.04%,0.00%,0.19,0.2,4,0,"2B,HBP",1
Trey Mancini DH,May 30,4,2,3,1,1,0,5,0.309,0.379,0.406,0.785,18,11,0.04,0.58,0.159,-0.12%,0.01%,0.22,1.5,,,3B,1
Ryan Mountcastle 1B,May 30,5,4,4,1,0,0,5,0.268,0.298,0.412,0.71,33,23,0.145,0.33,0.147,0.00%,0.03%,0.13,2,7,2,"HR,2B,GDP",1
Anthony Santander LF,May 30,4,1,1,4,0,0,5,0.22,0.332,0.405,0.736,14,10,-0.029,0.37,0.006,-0.04%,-0.01%,0.14,1.7,2,0,"HR,SF",1
Ramon Urias 3B,May 30,5,1,1,3,0,0,5,0.23,0.279,0.362,0.641,12,10,0.149,0.27,0.158,-0.01%,0.03%,0.1,1.5,2,0,HR,1
Adley Rutschman C,May 30,5,0,2,0,0,1,5,0.2,0.3,0.286,0.586,17,13,-0.013,0.18,0.006,-0.02%,0.00%,0.07,0.1,7,0,2B,1
Jorge Mateo SS,May 30,4,0,2,0,0,1,4,0.223,0.256,0.363,0.619,16,11,0.043,0.24,0.056,-0.01%,0.01%,0.09,0.7,0,4,3B,1
Ryan McKenna CF,May 30,4,0,0,0,0,4,4,0.227,0.3,0.295,0.595,19,14,-0.059,0.39,0,-0.06%,-0.01%,0.15,-1.7,2,0,,1
Chris Owings 2B,May 30,3,0,0,0,1,1,4,0.113,0.266,0.151,0.417,20,10,0,0.36,0.009,-0.01%,0%,0.14,-0.6,1,1,,1
Cedric Mullins CF,May 31,4,0,0,0,0,1,4,0.236,0.297,0.365,0.662,11,7,-0.034,0.35,0,-0.03%,-0.01%,0.15,-1.1,4,0,,1
Trey Mancini DH,May 31,3,0,0,0,0,0,4,0.303,0.376,0.399,0.775,16,11,0.014,0.25,0.026,-0.01%,0.00%,0.1,-0.6,,,"HBP,GDP",1
Anthony Santander RF,May 31,4,0,2,0,0,0,4,0.226,0.335,0.407,0.742,13,11,-0.02,0.37,0.01,-0.03%,-0.01%,0.16,0.1,3,0,,1
Austin Hays LF,May 31,3,0,1,0,1,1,4,0.297,0.365,0.453,0.818,13,7,0.011,0.31,0.021,-0.01%,0.00%,0.14,-0.2,2,0,,1
Adley Rutschman C,May 31,4,0,0,0,0,3,4,0.179,0.273,0.256,0.529,21,16,-0.051,0.5,0,-0.05%,-0.01%,0.22,-1.2,5,0,,1
Ryan Mountcastle 1B,May 31,4,0,0,0,0,1,4,0.261,0.291,0.401,0.692,16,12,-0.022,0.22,0,-0.02%,-0.01%,0.1,-0.9,9,0,,1
Rougned Odor 2B,May 31,3,0,0,0,0,3,3,0.221,0.255,0.4,0.655,16,10,-0.016,0.21,0,-0.02%,0.00%,0.09,-0.5,1,4,,1
Ramon Urias 3B,May 31,3,0,1,0,0,1,3,0.232,0.28,0.368,0.648,8,7,-0.003,0.12,0.005,-0.01%,0.00%,0.05,0.2,1,3,2B,1
Jorge Mateo SS,May 31,3,0,1,0,0,2,3,0.225,0.257,0.363,0.62,15,10,0.003,0.14,0.008,-0.01%,0.00%,0.06,-0.2,2,2,,1
Cedric Mullins CF,Jun 1,5,1,2,1,0,1,5,0.24,0.3,0.37,0.67,21,15,-0.017,0.46,0.04,-0.06%,0.00%,0.18,0.5,2,0,"2B,CS",1
Trey Mancini 1B,Jun 1,4,2,2,2,0,0,4,0.308,0.379,0.423,0.802,19,11,0.01,0.46,0.041,-0.03%,0.00%,0.18,1.5,13,0,"HR,2B",1
Austin Hays LF,Jun 1,2,0,1,1,2,0,4,0.299,0.372,0.454,0.826,15,5,0.099,0.52,0.121,-0.02%,0.02%,0.21,0.8,1,0,CS,1
Anthony Santander RF,Jun 1,4,1,2,0,0,1,4,0.232,0.338,0.414,0.752,17,11,0.058,0.47,0.073,-0.02%,0.01%,0.19,0.4,0,0,2B,1
Ryan Mountcastle DH,Jun 1,2,2,1,1,2,0,4,0.264,0.302,0.421,0.723,23,11,0.075,0.65,0.096,-0.02%,0.02%,0.26,1.2,,,HR,1
